2024-04-21 06:58:44,447 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.33.0
2024-04-21 06:58:46,211 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-04-21 06:58:46,225 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://localhost:8161
2024-04-21 06:58:46,226 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://localhost:8161/console/jolokia
2024-04-21 06:58:46,226 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://localhost:8161/console
2024-04-21 06:59:22,405 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:50390 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 07:00:25,421 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:50395 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 07:00:50,686 INFO  [io.hawt.web.auth.LoginServlet] Hawtio login is using 1800 sec. HttpSession timeout
2024-04-21 07:00:51,166 INFO  [io.hawt.web.auth.keycloak.KeycloakServlet] Keycloak integration is disabled
2024-04-21 07:00:51,227 INFO  [io.hawt.web.proxy.ProxyServlet] Proxy servlet is disabled
2024-04-21 07:00:51,237 INFO  [io.hawt.web.servlets.JolokiaConfiguredAgentServlet] Jolokia overridden property: [key=policyLocation, value=file:/T:/VoVanHai/softwares/apache-artemis-2.33.0/bin/mybroker/etc/\jolokia-access.xml]
2024-04-21 07:00:56,476 INFO  [io.hawt.web.auth.LoginServlet] Logging in user: admin
2024-04-21 07:02:51,202 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:50407 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 07:05:03,820 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:50551 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 07:05:42,237 INFO  [org.apache.activemq.artemis.protocol.amqp.connect.mirror.AckManagerProvider] Removing ActiveMQServerImpl::name=0.0.0.0
2024-04-21 07:05:42,238 INFO  [org.apache.activemq.artemis] AMQ241005: Stopping embedded web server
2024-04-21 07:05:42,243 INFO  [io.hawt.HawtioContextListener] Destroying hawtio services
2024-04-21 07:05:42,255 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Destroyed artemis-plugin plugin
2024-04-21 07:05:42,262 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Destroyed activemq-branding plugin
2024-04-21 07:05:42,350 INFO  [org.apache.activemq.artemis] AMQ241006: Stopped embedded web server
2024-04-21 07:05:42,351 INFO  [org.apache.activemq.artemis.core.server] AMQ221002: Apache ActiveMQ Artemis Message Broker version 2.33.0 [ebb63bd1-ff71-11ee-b6f1-b07b250d997a] stopped, uptime 6 minutes
2024-04-21 11:10:50,947 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.33.0
2024-04-21 11:10:51,031 INFO  [org.apache.activemq.artemis.core.server] AMQ221000: Primary message broker is starting with configuration Broker Configuration (clustered=false,journalDirectory=data/journal,bindingsDirectory=data/bindings,largeMessagesDirectory=data/large-messages,pagingDirectory=data/paging)
2024-04-21 11:10:51,062 INFO  [org.apache.activemq.artemis.core.server] AMQ221013: Using NIO Journal
2024-04-21 11:10:51,140 INFO  [org.apache.activemq.artemis.core.server] AMQ221057: Global Max Size is being adjusted to 1/2 of the JVM max size (-Xmx). being defined as 1073741824
2024-04-21 11:10:51,171 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-server]. Adding protocol support for: CORE
2024-04-21 11:10:51,172 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-amqp-protocol]. Adding protocol support for: AMQP
2024-04-21 11:10:51,182 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-hornetq-protocol]. Adding protocol support for: HORNETQ
2024-04-21 11:10:51,183 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-mqtt-protocol]. Adding protocol support for: MQTT
2024-04-21 11:10:51,183 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-openwire-protocol]. Adding protocol support for: OPENWIRE
2024-04-21 11:10:51,184 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-stomp-protocol]. Adding protocol support for: STOMP
2024-04-21 11:10:51,222 INFO  [org.apache.activemq.artemis.core.server] AMQ221034: Waiting indefinitely to obtain primary lock
2024-04-21 11:10:51,223 INFO  [org.apache.activemq.artemis.core.server] AMQ221035: Primary Server Obtained primary lock
2024-04-21 11:10:51,709 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-04-21 11:10:51,710 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-04-21 11:10:51,715 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-04-21 11:10:51,715 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-04-21 11:10:52,157 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:61616 for protocols [CORE,MQTT,AMQP,STOMP,HORNETQ,OPENWIRE]
2024-04-21 11:10:52,181 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:5445 for protocols [HORNETQ,STOMP]
2024-04-21 11:10:52,214 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:5672 for protocols [AMQP]
2024-04-21 11:10:52,248 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:1883 for protocols [MQTT]
2024-04-21 11:10:52,270 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:61613 for protocols [STOMP]
2024-04-21 11:10:52,308 INFO  [org.apache.activemq.artemis.core.server] AMQ221007: Server is now active
2024-04-21 11:10:52,308 INFO  [org.apache.activemq.artemis.core.server] AMQ221001: Apache ActiveMQ Artemis Message Broker version 2.33.0 [0.0.0.0, nodeID=ebb63bd1-ff71-11ee-b6f1-b07b250d997a] 
2024-04-21 11:10:52,350 INFO  [org.apache.activemq.artemis] AMQ241003: Starting embedded web server
2024-04-21 11:10:52,721 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Initialized activemq-branding plugin
2024-04-21 11:10:52,796 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Initialized artemis-plugin plugin
2024-04-21 11:10:53,161 INFO  [io.hawt.HawtioContextListener] Initialising hawtio services
2024-04-21 11:10:53,166 INFO  [io.hawt.system.ConfigManager] Configuration will be discovered via system properties
2024-04-21 11:10:53,168 INFO  [io.hawt.jmx.JmxTreeWatcher] Welcome to Hawtio 2.17.7
2024-04-21 11:10:53,173 INFO  [io.hawt.web.auth.AuthenticationConfiguration] Starting hawtio authentication filter, JAAS realm: "activemq" authorized role(s): "amq" role principal classes: "org.apache.activemq.artemis.spi.core.security.jaas.RolePrincipal"
2024-04-21 11:10:53,179 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-04-21 11:10:53,279 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://localhost:8161
2024-04-21 11:10:53,280 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://localhost:8161/console/jolokia
2024-04-21 11:10:53,281 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://localhost:8161/console
2024-04-21 11:10:55,545 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:55441 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 11:11:13,755 INFO  [io.hawt.web.auth.LoginServlet] Hawtio login is using 1800 sec. HttpSession timeout
2024-04-21 11:11:14,726 INFO  [io.hawt.web.auth.keycloak.KeycloakServlet] Keycloak integration is disabled
2024-04-21 11:11:14,827 INFO  [io.hawt.web.proxy.ProxyServlet] Proxy servlet is disabled
2024-04-21 11:11:14,837 INFO  [io.hawt.web.servlets.JolokiaConfiguredAgentServlet] Jolokia overridden property: [key=policyLocation, value=file:/T:/VoVanHai/softwares/apache-artemis-2.33.0/bin/mybroker/etc/\jolokia-access.xml]
2024-04-21 11:11:19,198 INFO  [io.hawt.web.auth.LoginServlet] Logging in user: admin
2024-04-21 11:11:49,436 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:55493 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 11:13:03,850 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:55450 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 11:21:11,705 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: security
2024-04-21 11:21:11,708 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: address settings
2024-04-21 11:21:11,708 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: diverts
2024-04-21 11:21:11,710 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: addresses
2024-04-21 11:21:11,710 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-04-21 11:21:11,710 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-04-21 11:21:11,711 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-04-21 11:21:11,711 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-04-21 11:21:11,712 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: bridges
2024-04-21 11:21:11,712 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: protocol services
2024-04-21 11:21:16,692 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: security
2024-04-21 11:21:16,693 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: address settings
2024-04-21 11:21:16,694 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: diverts
2024-04-21 11:21:16,694 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: addresses
2024-04-21 11:21:16,695 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-04-21 11:21:16,695 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-04-21 11:21:16,695 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-04-21 11:21:16,696 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-04-21 11:21:16,696 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: bridges
2024-04-21 11:21:16,697 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: protocol services
2024-04-21 11:21:26,692 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: security
2024-04-21 11:21:26,693 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: address settings
2024-04-21 11:21:26,695 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: diverts
2024-04-21 11:21:26,695 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: addresses
2024-04-21 11:21:26,695 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-04-21 11:21:26,696 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-04-21 11:21:26,696 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-04-21 11:21:26,697 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-04-21 11:21:26,697 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: bridges
2024-04-21 11:21:26,697 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: protocol services
2024-04-21 11:21:36,703 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: security
2024-04-21 11:21:36,704 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: address settings
2024-04-21 11:21:36,705 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: diverts
2024-04-21 11:21:36,705 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: addresses
2024-04-21 11:21:36,706 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-04-21 11:21:36,707 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-04-21 11:21:36,708 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-04-21 11:21:36,708 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-04-21 11:21:36,709 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: bridges
2024-04-21 11:21:36,709 INFO  [org.apache.activemq.artemis.core.server] AMQ221056: Reloading configuration: protocol services
2024-04-21 11:21:51,543 INFO  [org.apache.activemq.artemis.protocol.amqp.connect.mirror.AckManagerProvider] Removing ActiveMQServerImpl::name=0.0.0.0
2024-04-21 11:21:51,544 INFO  [org.apache.activemq.artemis] AMQ241005: Stopping embedded web server
2024-04-21 11:21:51,547 INFO  [io.hawt.HawtioContextListener] Destroying hawtio services
2024-04-21 11:21:51,559 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Destroyed artemis-plugin plugin
2024-04-21 11:21:51,566 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Destroyed activemq-branding plugin
2024-04-21 11:21:51,584 INFO  [org.apache.activemq.artemis] AMQ241006: Stopped embedded web server
2024-04-21 11:21:51,585 INFO  [org.apache.activemq.artemis.core.server] AMQ221002: Apache ActiveMQ Artemis Message Broker version 2.33.0 [ebb63bd1-ff71-11ee-b6f1-b07b250d997a] stopped, uptime 11 minutes
2024-04-21 11:21:58,928 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.33.0
2024-04-21 11:21:58,965 INFO  [org.apache.activemq.artemis.core.server] AMQ221000: Primary message broker is starting with configuration Broker Configuration (clustered=false,journalDirectory=data/journal,bindingsDirectory=data/bindings,largeMessagesDirectory=data/large-messages,pagingDirectory=data/paging)
2024-04-21 11:21:58,994 INFO  [org.apache.activemq.artemis.core.server] AMQ221013: Using NIO Journal
2024-04-21 11:21:59,046 INFO  [org.apache.activemq.artemis.core.server] AMQ221057: Global Max Size is being adjusted to 1/2 of the JVM max size (-Xmx). being defined as 1073741824
2024-04-21 11:21:59,070 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-server]. Adding protocol support for: CORE
2024-04-21 11:21:59,071 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-amqp-protocol]. Adding protocol support for: AMQP
2024-04-21 11:21:59,071 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-hornetq-protocol]. Adding protocol support for: HORNETQ
2024-04-21 11:21:59,072 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-mqtt-protocol]. Adding protocol support for: MQTT
2024-04-21 11:21:59,073 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-openwire-protocol]. Adding protocol support for: OPENWIRE
2024-04-21 11:21:59,073 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-stomp-protocol]. Adding protocol support for: STOMP
2024-04-21 11:21:59,105 INFO  [org.apache.activemq.artemis.core.server] AMQ221034: Waiting indefinitely to obtain primary lock
2024-04-21 11:21:59,105 INFO  [org.apache.activemq.artemis.core.server] AMQ221035: Primary Server Obtained primary lock
2024-04-21 11:21:59,362 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-04-21 11:21:59,363 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-04-21 11:21:59,369 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-04-21 11:21:59,370 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-04-21 11:21:59,713 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:61616 for protocols [CORE,MQTT,AMQP,STOMP,HORNETQ,OPENWIRE]
2024-04-21 11:21:59,738 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:5445 for protocols [HORNETQ,STOMP]
2024-04-21 11:21:59,760 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:5672 for protocols [AMQP]
2024-04-21 11:21:59,784 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:1883 for protocols [MQTT]
2024-04-21 11:21:59,807 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started NIO Acceptor at 0.0.0.0:61613 for protocols [STOMP]
2024-04-21 11:21:59,810 INFO  [org.apache.activemq.artemis.core.server] AMQ221007: Server is now active
2024-04-21 11:21:59,810 INFO  [org.apache.activemq.artemis.core.server] AMQ221001: Apache ActiveMQ Artemis Message Broker version 2.33.0 [0.0.0.0, nodeID=ebb63bd1-ff71-11ee-b6f1-b07b250d997a] 
2024-04-21 11:21:59,817 INFO  [org.apache.activemq.artemis] AMQ241003: Starting embedded web server
2024-04-21 11:22:00,113 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Initialized activemq-branding plugin
2024-04-21 11:22:00,169 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Initialized artemis-plugin plugin
2024-04-21 11:22:00,453 INFO  [io.hawt.HawtioContextListener] Initialising hawtio services
2024-04-21 11:22:00,459 INFO  [io.hawt.system.ConfigManager] Configuration will be discovered via system properties
2024-04-21 11:22:00,460 INFO  [io.hawt.jmx.JmxTreeWatcher] Welcome to Hawtio 2.17.7
2024-04-21 11:22:00,466 INFO  [io.hawt.web.auth.AuthenticationConfiguration] Starting hawtio authentication filter, JAAS realm: "activemq" authorized role(s): "amq" role principal classes: "org.apache.activemq.artemis.spi.core.security.jaas.RolePrincipal"
2024-04-21 11:22:00,472 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-04-21 11:22:00,488 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://localhost:8161
2024-04-21 11:22:00,488 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://localhost:8161/console/jolokia
2024-04-21 11:22:00,489 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://localhost:8161/console
2024-04-21 11:22:02,568 INFO  [io.hawt.web.servlets.JolokiaConfiguredAgentServlet] Jolokia overridden property: [key=policyLocation, value=file:/T:/VoVanHai/softwares/apache-artemis-2.33.0/bin/mybroker/etc/\jolokia-access.xml]
2024-04-21 11:22:02,659 INFO  [io.hawt.web.auth.LoginServlet] Hawtio login is using 1800 sec. HttpSession timeout
2024-04-21 11:22:03,066 INFO  [io.hawt.web.auth.keycloak.KeycloakServlet] Keycloak integration is disabled
2024-04-21 11:22:03,127 INFO  [io.hawt.web.proxy.ProxyServlet] Proxy servlet is disabled
2024-04-21 11:22:05,331 INFO  [io.hawt.web.auth.LoginServlet] Logging in user: admin
2024-04-21 11:26:34,404 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:55669 has been detected: null [code=GENERIC_EXCEPTION]
2024-04-21 11:27:03,614 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /127.0.0.1:55630 has been detected: null [code=GENERIC_EXCEPTION]
